,title,description,adress
25,서초역카페,서초역카페 카페온화 어제 갔었는데 여긴 수플레 역대급 카페 맛집인거 같아요 ㅋ 분위기나 위치도 좋고 디저트카페 가본곳중 신기한 디저트랑 음료 종류도 많아서 고르다가 몇개 먹어봤는데 비스킷이랑 초쿄푸딩도 ,http://cafe.naver.com/remonterrace/27868302
26,핫한 다대포 카페미슈,맛집 카페미슈입니다 저번주도 찾아주신 많은분들 감사합니다 지난 주말에는 부산분들보다 서울대구태백안양용인등등 윗지방분들이 많이 찾아주셨네요 뷰때문에 산만디에 차린 카페이긴 하지만 ,http://cafe.naver.com/sahagumoms/406976
27,퇴촌 베이커리 카페 카페두지 최고네요,퇴촌 베이커리 카페 카페두지 최고네요 안녕하세요 저는 이번에 광주에 사는 친구를 만나러 광주에 내려가게되었는데요 박일의 짧은 만남에서 마지막날에 친구와 간단하게 빵을먹으면서 수다를 떨겸 광주의 괜찮은 ,http://cafe.naver.com/livejob/1040769
28,카페기부 시작을 제가 끊었습니다,저는 카페기부 첫 시작을 끊었습니다 그때 이런 이벤트를 연 이유는 카페통장에 적당히 돈이 모이게 된다면카페기금 카페를 위해 쓰기도 하겠지만 운영진 회의 때 밥이나 커피라도 사 드시라는 취지였습니다 무료로 ,http://cafe.naver.com/philatelyst/274607
29,마산 덕동 카페  카페 노마드,덕동의 카페 중에서 꼭 가보고 싶었던 카페 노마드에요 편안한 분위기와 독특한 인테리어가 마음에 들었던 곳인데요 식물이 가득한 곳이라서 더욱 마음에 들었어요 카페 노마드는 낮에 와도 참 좋겠다는 생각이 절로 ,http://cafe.naver.com/gnwomenwork/39574
30,입주예정자 카페의 실체,제가 제목을 조금 자극적으로 달긴 했는데 아파트를 분양받아서 입주를 해 본 적이 없는 저에게는 건설사 측에서 입주예정자 카페를 만들어서 뒤에서 조종하거나 이권을 위해 입주예정자 카페를 만들어 활동하는 ,http://cafe.naver.com/djnaver/95084
31,집근처 휴양지카페,한가로운 오후 주 학교안가고 온라인 수업만 하던 딸래미랑 집근처 카페 갔어요카페카페 노래를 불러도 절대 안갔었는데 주택을 개조해서 만든 카페라 층 테라스에 요렇게 잔디 깔고 컬러풀한 의자에 앉으니 ,http://cafe.naver.com/3gumomclub/1006103
32,핫한 미국 카페, 카페 카페 입구에 있는 미쿡스러운 조형물 요즘 핫한  카페입니다,http://cafe.naver.com/nex3nex5/640130
33,카페가입했어요반갑습니다,마고마고 구매대행 카페를 찾아주셔서 감사합니다 제목필수  마고마고 구매대행 카페 반갑습니다 복사하셔서 가입 게시글 올려주심 됩니다 마고마고 구매대행 이용방법은 링크 참고해주세요  ,http://cafe.naver.com/1rabel/256017
34,망원 카페 요이  스콘맛집,회사 구내식당에서 짬밥 먹고 시간이 남아 합정일대에서 망원쪽으로 살살 걸어내려가다가 발견한 층 작은 카페 이름이 요이  월욜 휴무라 지난번에 허탕 한번 쳤는데 아주아주 오래된 건물 층 카페라 눈에도 ,http://cafe.naver.com/lpphoto/98178
35,드뎌 카페자산 가봤어요,카페에서 핫하디 핫한 카페자산 가볼 기회가 없다가 오늘 드뎌 가봤습니다 빵이 그리 맛나다고 ㅋㅋ 너무 핫한 카페 카페자산이 성내동에 있다지요 카페자산 위치는 오디 카페자산 경북 김천시 자산길   ,http://cafe.naver.com/kergopia/100739
36,카페탐방기,좋아주시는분이많으셔서 그동안 카페다니던 시간이 보람될정도였어요ㅎㅎㅎㅎ 감사합니닷ㅎㅎ 공주 너무예쁜카페중 한곳임 물가쪽 자리는 잘 나오지않아서 빨리맡아야함 ㅎㅎㅎㅎ 커피마시다가 밖에보며 ,http://cafe.naver.com/djnoen/1012729
37,오랫만에 카페에 앉아있어요,단계 이후로는 외식도 카페도 최대한 자제하고 있는데 어제 오랫동안 준비하던 일 마무리 하고 아침에 아이 등원시키니 기분전환이 필요해서 오랫만에 집근처 카페에 왔어요 회사다닐때는 누리지 못했던 한가한 아침 ,http://cafe.naver.com/dasmora/403536
38,층 카페 이용쿠폰,제왕절개로 입원중인데 층 카페 이용쿠폰은 몇장들어오나요 그리고 아직 어플에 쿠폰이 안 들어왔던데 어떻게 신청하나요 층 카페이용쿠폰과 맘스카페 이용권은 별개로 지급 및 사용되나요,http://cafe.naver.com/smile4you/48820
39,카페 추천좀 해주세요,제가 가본곳중 괜찮았던곳은 성산에 호랑카페 협재에 쉼표카페 용두암해안도로 투썸 에이바웃카페 인데요 가본곳중 괜찮은카페 있으면 추천좀 해주세요,http://cafe.naver.com/jejumam/847329
40,카페카페,육아로집콕만 하다가 주말에 나가기루 했는데 비도오고 어린 아가도있고  카페라도 갈까하는데 좋은카페 어디있나요 년전에 카페드하리 가봤는데 검색해보니 왜 바뀌었죠 또 건물지은건가유 ,http://cafe.naver.com/csj227/287523
41,제주 신상 카페 앤의 오두막 같은 시소,제주도 가면 예쁜 카페들이 많잖아요 여행 계획 짤 때 가보고 싶은 카페 있으면 코스가 맞으면 꼭 가보려고 한두 군데 알아 뒀다가 다녔어요 왜냐 저는 예쁜 카페에서 음료 마시면서 힐링하는 걸 엄청 좋아하거든요 ,http://cafe.naver.com/shopjirmsin/6268129
42,재미있는 카페,우연히 검색하다 들어와본 카페인데 어느순간 가장 많이 접속하는 카페가 되어버렸네요 매너있고 정보많고 유용한 카페가 있다니 최근 에서  업글하면서 정보검색하다 들어와서 가입하고 정보공유하는데 ,http://cafe.naver.com/fx8300/856731
43,고성카페임대합니다사장님구해요커피를,저는 토지주이고 카페옆 트리플제이하우스호점 운영자입니다 예쁜카페 운영해주실 사장님을 찾습니다 단독건물입니다 뉴욕에서 디자인전공한 유명디자이너의 작품입니다 인테리어는 위에 있는데로 제가 준비하고 ,http://cafe.naver.com/qkekgksmfkim/151456
44,카페 일해보신분들,안녕하세요 미래에 카페창업을 목표로 개인카페에서 일하려고 여기저기 찾아보고 있습니다 보통 프랜차이즈와 개인카페로 비교하시던데 저는 개인카페로 딱 정해놔서요 관광지 주변 규모가 큰 카페에서 일하기  집근처 ,http://cafe.naver.com/jihosoccer123/1019972
45,카페 다녀왓는데 이뻐여,강화에 생긴카페에요카페가 이뻐요 빵도 맛나네요 커피는 쏘쏘 새로생긴곳이라 사람들도 많네요 시원한 인테리어에 볼거리도 잇고 카페층엔 초밥집이 있어요,http://cafe.naver.com/hangamo/145422
46,무인카페 에그카페,에그카페라고 여기저기 광고 많이 하네요 대출 훑어보니 머신은 다 거기서 거기인거 같고 분위기가 가격경쟁력도 애매모호 하기도 하고 에그카페 분위기는 노랑노랑 하니 눈에 잘 띄긴 하네요 무인카페 ,http://cafe.naver.com/seacoffee/127895
47,찜질카페 다녀왔어요,유산소님이랑 만보 데이트를 하면서 예쁜 카페를 발견 북카페 인가 한참을 디다보고 있었습니다 여기가 찜질카페 코로나때문에 찜질방도 못간지 한참 됐는데 계속 보고있으니 편백나무 건식 사우나라니 ,http://cafe.naver.com/ungsangstory/900578
48,안성 카페론 베이커리카페,표시가 카페 로고가 전부 라벨로 제작되어있어요 기성품보다 정성이 팍팍 느껴져요 제가 라벨 마스킹테이프 굿즈도 판매하시면 전 또 살것같네요  ㅋ 맘카페에 후기쓰면 매달 추첨해서 상품권 주신다고 하시더라고요 ,http://cafe.naver.com/magic26/1589583
49,강남카페추천,강남카페 카페온화 당겨왔어용 디저트 맛집으로 유명한데 만드는 과정도 보이고 신기했어용 분위기며 디저트며 음료수며 삼박자가 다 있어요 여기는 치즈케잌 두개 시켜서 각 하나씩 애네는 치즈케잌에 끝판왕입니다 리얼 ,http://cafe.naver.com/sanmoschool/871148
50,전국의 라이더카페 공유 드립니다,오늘은 전국에 가볼만한 라이더카페의 위치 정보를 공유 드려볼까 해요 각각의 카페 정보를 다 올려 드리기엔 장소가 너무 많아 가고싶은 지역에 어떤 카페가 있는지 보시고 참고하시라고 목록만 올려 드립니다 자 ,http://cafe.naver.com/bikecargogo/4008077
51,안산 한옥 카페 유일 ,얼마 만에 카페인지요 안산 화정동에 위치한 한옥 카페 카페 유일 한옥을 개조해서 만든 그래서 고즈넉함에 매료되는 카페 유일에 남편과 딸이랑 다녀왔어요 코로나 이후 가족들과 카페는 정말 한 손가락에 꼽은 ,http://cafe.naver.com/asobe/397785
52,카페타임 서충주 데이트 추천,안녕하세요 칼퇴후 짝꿍과 서충주에 위치한 야외테라스 카페 카페타임에 다녀왔답니다 제가 최애하는 카페이기도 한데요 전 여기 크로플랑 흑임자라떼가 정말 맛있더라구요 지는 노을보면서 카페타임에서 맛있는 ,http://cafe.naver.com/aspooncafe/38094
53,베이비카페도 잇나요,키즈카페말고 베이비 카페도 있나요 아직 어린아기라 키즈카페는 못가구  베이비카페도 지금당장은 코로나 심해서 못가지만 좀 풀리면 데려가고파서요,http://cafe.naver.com/dongtantwomom/1591578
54,대구 경산 인운영가능한 카페 구합니다, 지 역  대구  경산 인근 수성인근 환영  예 산   카페구입 상세조건  인 운영 가능한 개인카페 양도받고 싶습니다 연락주세요 배달위주환영합니다  연락방법  댓글로 문의 주세요 부동산 ,http://cafe.naver.com/ettrainer/29790
55,취업카페를 통해 알아가기,취업카페 안녕하세요 여러분 오늘은 취업카페 공취모에 알려드릴려고 합니다 취업준비를 하면서 많은 취업카페에 대해 보셨을 겁니다 오늘 정말 도움이 되고 많은 정보를 주는 취업카페 공취모에 ,http://cafe.naver.com/dakchi/2496476
56,뷰 카페,뷰를 찾아다니는 편이라 주로 멀리 다녀요 카페ㅋㅋ 여주는 뒷동산 단양 까지도 감 바로앞 계곡뷰카페 테이블 몇개없고 핫플이라 주말 피해야함 물멍 카페 다우리 카페 여주 작고 귀여운 정원같은 느낌 역시 핫플이라 ,http://cafe.naver.com/wjbabymoms/1215395
57,오 길목에 카페가 또,상권분석을 안하고 들어오는건가  이 작은 골목에 카페가 또 생기네여 홀이 작으니 배달중심일꺼같기도한데 껄껄 또 나눠먹기 시작되것어여ㅋㅋ 먼저 발 빼는게 승자일까요 ㅋㅋ 조금 매출돌아온다 싶었는데 카페사라 ,http://cafe.naver.com/barman/848822
58,오랜만에 글을 적습니다카페에 대해서,오토효성해링턴 입주예정자 협의회 시절 부터 이 카페 관리와 함께한 한 입주민이자 현 동 동대표를 하고 동대표에게 카페 권한을 넘겨준것인지 좀 이해 하기가 어려운 내용이나 이해는 하겠습니다 입주자대표 기때 ,http://cafe.naver.com/harringtonplace/29245
59,김제 카페 카페마마,전주 근교인 김제에 카페마마라는 카페가 있습니다 여기가 안에서도 음료를 마실 수 있고 바깥에도 저렇게 음료를 마실 수 있게 해놔서 밖에서도 음료를 마실 수 있어요 평일에는 그래도 사람이 많이 있지는 않은데 ,http://cafe.naver.com/newkidsbattle/326402
60,키즈카페 문의,살 아이 갈만한 키즈카페가 키주카페 말고 또 하늘도시에 어디가 있을까요 키주카페 자주가서 다른 곳도 가고 싶어서요 아시면 추천좀 부탁드려요,http://cafe.naver.com/yeongjongdolove/676924
61,광주 일곡동 카페  카페고은,광주 일곡동 카페  삼각동 카페 삼각동 카페고은 안녕하세요 팔로미 에디터 라미입니다 오늘은 카페와 편집샵을 겸하는 신상 카페 소식을 들고 찾아왔어요 아늑하고 편안한 분위기의 일곡동 카페 카페고은을 ,http://cafe.naver.com/dbsxor2008/38181
62, 과함케 라이더 카페 방문기, 과함께 그동안 돌아다닌 라이더 카페 올려봅니다 많은곳은 아니지만음 저한테는 나름 소중한 추억의 장소입니다 목표는 과 전국 라이더 카페 방문이기에 시간날때 더많곳 찾아 방문후기 ,http://cafe.naver.com/bikecargogo/4275559
63,켈리와 스누피 카페,스누피카페 사두고 오픈할까말까 매번 고민하다 드디어 어제 개봉했어요 왜 이제야 개봉했을까 할 정도로 카페 주인장은 바로 요 켈리 이 전에 만들어둔 스타벅스 리저브 앞치마 입혀줬는데 너무 잘 어울려요 ,http://cafe.naver.com/sikwan/82171
64, 아산만 항구카페 기록,이름없는 뒷동산을 등지고 한진포구를 바로 앞에둔 작은 카페에요 오랫만에 사진놀이해보구 올려요  카페테라스에서 바라본 뷰 코앞이 바다인거에요 사장님의 선곡 센스는 샘 스미스부터 시작합니다 아주 좋아요 ,http://cafe.naver.com/fujipeople/426868
65,율동공원 카페 맛이 참 좋아,율동공원 카페 맛이 참 좋아 봄이 되고 날씨가 풀리니 공원 가서 산책하는게 참 좋네요 이번에 율동공원에 갔다가 분위기 멋진 율동공원 카페 한곳을 방문하고 왔는데요 제가 갔던 곳은 카페라리 분당점이에요 디카페인 ,http://cafe.naver.com/livejob/1019762
66,억천 서울카페 구합니다, 지 역  서울  예 산  억천  카페구입 상세조건  서울카페 구합니다 프랜차이즈카페를 우선순위로 봅니다 연락 부탁드려요  연락방법  댓글로 문의 주세요 부동산 컨설팅 연락시 아이디와 ,http://cafe.naver.com/ettrainer/29137
67,카페 알바 해보신 분들,카페 알바 해보신 분들 카페 알바해보시고도 카페 손님으로 많이 방문하시나요 여름이 성수기라 바쁘기도 하잖아요 베이커리카페라고 해야하나 디저트류 전문으로 하는 카페서 하루 알바하고 못하겠다고 말씀드리고 ,http://cafe.naver.com/starkakao/468363
68,파생친목카페에 대해서 안티카페아님,안티카페 규칙 어기는 친목카페 등등 여러분들께서 말하시곤 하는 그 파생카페 말이에요이름은 언급하지 않도록 하겠습니다 혹시 직접 들어가서 선바님 욕하는거 보셨어요 해명방송할때만 실망했다는 글 조금 ,http://cafe.naver.com/sunbaakim/381479
69,카페패스 눈치 주나요,일주일 여행이라서 카페패스 하고싶은데요혹시 눈치주거나 그런건 없나요 괜히 사람도 별로 없는 카페갔다가 카페패스로 결제하면 눈치줄지 걱정이네요 아님 속편히 카페패스 안하고 결제하는게 나을까요 사람 ,http://cafe.naver.com/jejutip/1954367
70,전주카페구해 봅니다, 카페구입 상세조건  전주카페 아니면 익산까지 인수받으려 합니다 가게에서 직접 일할생각으로 찾고 있어요  연락방법  댓글로 문의 주세요 부동산 컨설팅 연락시 아이디와 닉네임 신고바랍니다 ,http://cafe.naver.com/ettrainer/28942
71,티파니 생일 카페 후기,씻고 카페 윌로우에 도착하니 시 분이네요 이 시간에 온 이유는 바로 선착순 보틀 때문이죠 그나저나 카페를 혼돈 해서 역삼 쪽 카페가 카페리즈 인줄 알고 환승하기 귀찮기도 해서 일부러 호선 역삼역에 내려서 ,http://cafe.naver.com/tmfql8967/4794416
72,프랜차이즈카페 구해 봅니다, 예 산  억초반  카페구입 상세조건  프랜차이즈카페 구해 봅니다 잘되는 곳은 권리금 비싸다는거 잘 압니다 인터넷이 서투르고 게을러 확인이 늦을수 있으나 쪽지 주시면 꼭 확인합니다  연락방법 ,http://cafe.naver.com/ettrainer/29214
73,저렴한 대구카페 구해요, 카페구입 상세조건  저렴한대구카페 하나 운영하려구요 예산이 많이 부족합니다  인카페도 좋습니다 여유돈이 많이 없습니다  연락방법  댓글로 문의 주세요 부동산 컨설팅 연락시 아이디와 ,http://cafe.naver.com/ettrainer/28337
74,송ㅅ모라는 카페는 뭔가요,예전에 카페 가입할때 키워드에 송도맘 세글자 쳐서 뜨는 카페 중 여기 카페랑 거기 카페 동시 가입했는데 거기 카페는 음뭔가 광고글도 많아보이고해서 유령회원으로 있게되더라구요 오늘 다시 가봤더니 ,http://cafe.naver.com/momsofsongdoifez/917149
75,슬기로운 곰돌이 카페 동호회 생활,카페는 회원 동참이 원동력 카페 글은 회원 누구나 자유롭게 써 주세요 지역 벙개 누구라도 쳐 주세요 벙개 글은 전체 공지로 노출해 드립니다 카페 등급이 올라가면 사진이나 동영상 화질도 좋고 용량 큰 것도 한번에 ,http://cafe.naver.com/highski/71937
76,엄청난 경기도 광주 카페,제가 엄청난 경기도 광주 카페 발견했습니다 ㅎ 경기도 광주 카페 여러군데 가봤지만 이렇게 대단했던 카페는 처음이었어요 이번에 천진암계곡 놀러갔다가 알게된 곳인데 규모도 엄청 크고 매일만든 빵이 있는데 그 종류가 ,http://cafe.naver.com/kig/15890340
77,의심스러웠던 카페책, 글 작성시 카페정책과 규정 준수   모임 만남 카톡 채팅 및 각종 소개글유튜브  병원 중고판매 명상 대체요법 타교회소개 외부카페 음반서적 행사 이벤트 등 일체 연락처 메일 쪽지 채팅 관련 게시물 금지 ,http://cafe.naver.com/lovefaithjkc/419204
78,소자본카페 급구, 지 역  서울  예 산  억  카페구입 상세조건  소자본카페 찾습니다 매장에 상주하며 일할 예정입니다 본인 인건비  조금 더 나오는 수준이면 감사할껏 같습니다 소자본카페를 생각하다보니 더 ,http://cafe.naver.com/ettrainer/28640
79,칠금동 카페 현대,날씨가 많이 풀렸네요 무술공원 주차장 근처에 카페 있는거 아시나요ㅋㅋ 우연히 지나가다 들러본 카페현대 갬성 뿜뿜요 처음에 약간 전시관느낌을 받았죠 ㅋㅋ 꾸안꾸 스타일의 카페 내부 알고보니 목행동 식물원 ,http://cafe.naver.com/cjyeonsu/177865
80,카페 회원수 동종업계위 축하드립니다 ,안녕하세요 타코벨입니다 오늘 카페 회원수를 보니까 명이 가입되어 있는데요 오랜 기간동안 경쟁 업체인 디월트 카페가 동종업계 회원수가 가장 많았었습니다 하지만 디월트를 비롯해서 타 브랜드가 주춤하는 ,http://cafe.naver.com/milwaukeetool1/42001
81,카페인수시 주의사항,카페인수할때 주의사항이 뭐가 있을까요 매출과 지출은 기본일꺼고 매장에 있는 비품들 하나하나 체크해야 하나요 아니면 그냥 카페인수할 때 전체 인수하는걸로 하고 확인은 안해도 되나요 카페인수하고 커피머신 바로 ,http://cafe.naver.com/ettrainer/31901
82,서현 카페 수제 팥빙수와 케이크,서현 카페 수제 팥빙수와 케이크 여름이 되고 더워지니깐 요즘 들어 팥빙수가 그렇게 땡기더라구요 수제로 만들어 더욱 맛있는 팥빙수를 먹으러 간 곳 서현 카페 카페라리에서 수제로 만든 고급진 팥빙수를 먹고 왔어요 ,http://cafe.naver.com/gangmok/1486885
83,대표 대기업 취업카페 스펙업 아세요,하지만 대기업 취업카페 스펙업의 회원이라면 문제없습니다 대기업 취업카페 스펙업에는 대기업 취업 정보를 정리해서 매일 알려주거든요 제가 대기업 취업카페 스펙업 소개해드릴테니 한번씩 방문해보세요 ,http://cafe.naver.com/specup/6759961
84,대구카페 소자본 구해봅니다, 예 산  천  대출 조금가능  카페구입 상세조건  인카페도 좋아요 대구카페 소자본입니다 직접 일할생각이며 저에겐 튼실한 장단지와 열일을 할수 있는 두손이 있습니다 대구카페사장님들 ,http://cafe.naver.com/ettrainer/29051
85,카페 모월,카페 모월이 나타납니다 카페 메뉴판이 있던데 제가 못 찍었네요 진열된 케이크 중에서 제가 좋아하는 당근케이크 픽 그리고 아메리카노  라떼 시킵니다 신랑 생일이라며 케이크도 시켰습니다ㅎㅎㅎ 당근 ,http://cafe.naver.com/hotellife/1651283
86,카페 운영 관련 안내,안녕하세요 카페 스탭 임해천입니다 그동안 카페 운영진으로서 카페 관리가 다소 소홀했던 점 먼저 양해 말씀 드립니다 매니저를 맡고 계시던 바삭바삭님께서 개인적인 사정으로 인하여 그간 활동을 많이 못하셨고 저 ,http://cafe.naver.com/cjphotoframe/9656
87,개인 카페 운영하고 싶어요,확장팩 사계절 모함놀 게임팩 마법사 아이템 토틀러 개인 카페를 열고 싶어요 집 옆에 작은 카페 차려서 카페 운영을 하고 싶은데 할 수 있는 방법이 있나요 부지를 카페로 변경했더니 심이 살 수 없다고 해서 다른 ,http://cafe.naver.com/worldssims2/718784
88,리곡카페,이케 유아테이블 이 카페에서 드림 받고 정말 너머너머 잘 쓰고 있어요 우리 아이가 제일 좋아하는 카페 놀이예요 상호는 리곡카페 ㅋㅋㅋㅋㅋ 제 단골 카페 리 카페 를 주워듣고는 그때부터 리곡카페 사장님이 되셨어요 ,http://cafe.naver.com/jmlovemom/158301
